No.,Channel Type,Channel Alias,Rx Frequency,Tx Frequency,Tx Power,TOT,VOX,VOX Level,Scan Add/Step,Channel Work Alone,Default to Talkaround,Band Width,Dec QT/DQT,Enc QT/DQT,Tx Authority,Relay,PTT ID,Opt.Signal,DTMF Code Group,Work Mode,Slot,ID Setting,Color Code,Encryption,Encryption Type,Encryption Key,Promiscuous,Tx Authority,Kill Code,WakeUp Code,Contacts,Rx Group Lists,,Group Lists 1,Group Lists 2,Group Lists 3,Group Lists 4,Group Lists 5,Group Lists 6,Group Lists 7,Group Lists 8,Group Lists 9,Group Lists 10,Group Lists 11,Group Lists 12,Group Lists 13,Group Lists 14,Group Lists 15,Group Lists 16,Group Lists 17,Group Lists 18,Group Lists 19,Group Lists 20,Group Lists 21,Group Lists 22,Group Lists 23,Group Lists 24,Group Lists 25,Group Lists 26,Group Lists 27,Group Lists 28,Group Lists 29,Group Lists 30,Group Lists 31,Group Lists 32,Group Lists 33,GPS,Send GPS Info
224,Digital CH,Mio,444.7,449.7,High,240S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
225,Digital CH,Muskegon,444.95,449.95,High,240S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
226,Digital CH,Morley,442.2125,447.2125,High,240S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
227,Digital CH,Mt. Clemens,443.95,448.95,High,240S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
228,Digital CH,Novi,442.2125,447.2125,High,240S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
229,Digital CH,Petoskey,444.25,449.25,High,240S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
230,Digital CH,Pinconning,444.625,449.625,High,240S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
231,Digital CH,Southgate,443.325,448.325,High,240S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
232,Digital CH,Shepherd,442.0125,447.0125,High,240S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
233,Digital CH,West Olive,443.575,448.575,High,240S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
234,Digital CH,Traverse Cit,444.35,449.35,High,240S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Analog CH,Traverse City,444.35,449.35,High,180S,No,1,No,No,No,25K,107.2,107.2,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
301,Analog CH,Sag-K8DAC,147.24,147.84,High,180S,No,1,No,No,No,25K,103.5,103.5,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
302,Analog CH,Sag-N8ERL,145.33,144.73,High,180S,No,1,No,No,No,25K,88.5,88.5,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
303,Analog CH,Burt,442.2,447.2,High,180S,No,1,No,No,No,25K,103.5,103.5,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
304,Analog CH,Frankenmuth,444.025,449.025,High,180S,No,1,No,No,No,25K,100,100,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
305,Analog CH,Bay City,444.5,449.5,High,180S,No,1,No,No,No,25K,123,123,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
306,Analog CH,Bay County,147.36,147.96,High,180S,No,1,No,No,No,25K,131.8,131.8,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
307,Analog CH,Gilford,147.32,147.92,High,180S,No,1,No,No,No,25K,100,100,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
308,Analog CH,Gilford,145.31,144.71,High,180S,No,1,No,No,No,25K,131.8,131.8,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
309,Analog CH,Clio,444.375,449.375,High,180S,No,1,No,No,No,25K,,,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
310,Analog CH,Clio,443.4,448.4,High,180S,No,1,No,No,No,25K,156.7,156.7,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
311,Analog CH,Midland Soccer,147,147.6,High,180S,No,1,No,No,No,25K,103.5,103.5,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
312,Analog CH,Watrousville,442.5,447.5,High,180S,No,1,No,No,No,25K,91.5,91.5,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
313,Analog CH,Millington,444.65,449.65,High,180S,No,1,No,No,No,25K,100,100,Allow TX,No,Simplex,Slot1,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
314,Analog CH,Owosso,442.4,447.4,High,180S,No,1,No,No,No,25K,100,100,Allow TX,No,Simplex,Slot2,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
315,Analog CH,Breckenridge,442.65,447.65,High,180S,No,1,No,No,No,25K,100,100,Allow TX,No,Simplex,Slot3,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
316,Analog CH,Caro,146.66,146.06,High,180S,No,1,No,No,No,25K,100,100,Allow TX,No,Simplex,Slot4,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
317,Analog CH,Caro,442.55,447.55,High,180S,No,1,No,No,No,25K,103.5,103.5,Allow TX,No,Simplex,Slot5,KF8EDQ,1,No,Normal Mode,1,No,No,Always,None,None,&H00000000,Custom,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,OFF,None
